2024-04-04 20:46:16 - INFO - ================== Validation subset ==================
2024-04-04 20:46:17 - INFO - The total number of involved docking poses: 472
2024-04-04 20:46:17 - INFO - ================== Training subset ==================
2024-04-04 20:46:39 - INFO - The total number of involved docking poses: 8802
2024-04-04 20:46:39 - INFO - ================== Training subset ==================
2024-04-04 20:46:58 - INFO - The total number of involved docking poses: 7195
2024-04-04 20:46:58 - INFO - ================== Training subset ==================
2024-04-04 20:47:36 - INFO - The total number of involved docking poses: 15258
2024-04-04 20:47:36 - INFO - ================== Training subset ==================
2024-04-04 20:47:59 - INFO - The total number of involved docking poses: 8977
2024-04-04 20:47:59 - INFO - ================== Training subset ==================
2024-04-04 20:48:32 - INFO - The total number of involved docking poses: 12611
2024-04-04 20:48:32 - INFO - ================== Test subset ==================
2024-04-04 20:49:08 - INFO - The total number of involved docking poses: 14334
2024-04-04 20:49:08 - INFO - /home1/yueming/Drug_Discovery/Baselines/GIGN-main/GIGN/train_PDBBind.py
2024-04-04 20:49:08 - INFO - Assay type: pKd
2024-04-04 20:49:08 - INFO - fold: 1
2024-04-04 20:49:08 - INFO - train data: 5390
2024-04-04 20:49:08 - INFO - train data subsets: 897, 733, 1551, 914, 1295
2024-04-04 20:49:08 - INFO - valid data: 49
2024-04-04 20:49:08 - INFO - test data: 1455
2024-04-04 20:49:08 - INFO - batch ligands: 10
2024-04-04 20:49:10 - INFO - train mean: 5.8967
2024-04-04 20:49:10 - INFO - train std: 1.7783
2024-04-04 20:49:10 - INFO - valid_metric: pr
2024-04-04 20:50:56 - INFO - epoch-0, train_loss-3.0617, train_rmse-1.7498, valid_rmse-1.9775, valid_pr-0.3391, valid_tau-0.2368, test_rmse-1.6646, test_pr-0.3534, test_tau-0.2268, lr-8.0000e-05
2024-04-04 20:52:44 - INFO - epoch-1, train_loss-2.8005, train_rmse-1.6735, valid_rmse-1.8131, valid_pr-0.4974, valid_tau-0.3404, test_rmse-1.5833, test_pr-0.3994, test_tau-0.2626, lr-8.0000e-05
2024-04-04 20:54:30 - INFO - epoch-2, train_loss-2.7430, train_rmse-1.6562, valid_rmse-1.6882, valid_pr-0.5470, valid_tau-0.4186, test_rmse-1.7042, test_pr-0.3692, test_tau-0.2621, lr-8.0000e-05
2024-04-04 20:56:14 - INFO - epoch-3, train_loss-2.6200, train_rmse-1.6186, valid_rmse-1.7508, valid_pr-0.4360, valid_tau-0.3129, test_rmse-1.5214, test_pr-0.4567, test_tau-0.2972, lr-8.0000e-05
2024-04-04 20:57:57 - INFO - epoch-4, train_loss-2.5929, train_rmse-1.6103, valid_rmse-1.7451, valid_pr-0.5281, valid_tau-0.3869, test_rmse-1.5541, test_pr-0.4414, test_tau-0.2932, lr-8.0000e-05
2024-04-04 20:59:40 - INFO - epoch-5, train_loss-2.5174, train_rmse-1.5866, valid_rmse-1.8534, valid_pr-0.4706, valid_tau-0.2791, test_rmse-1.5363, test_pr-0.4349, test_tau-0.2856, lr-8.0000e-05
2024-04-04 21:01:21 - INFO - epoch-6, train_loss-2.4889, train_rmse-1.5776, valid_rmse-1.8231, valid_pr-0.4761, valid_tau-0.3171, test_rmse-1.6110, test_pr-0.4179, test_tau-0.2790, lr-8.0000e-05
2024-04-04 21:03:04 - INFO - epoch-7, train_loss-2.3935, train_rmse-1.5471, valid_rmse-1.6003, valid_pr-0.5997, valid_tau-0.4101, test_rmse-1.6122, test_pr-0.4167, test_tau-0.2730, lr-8.0000e-05
2024-04-04 21:04:50 - INFO - epoch-8, train_loss-2.3346, train_rmse-1.5279, valid_rmse-1.6698, valid_pr-0.6309, valid_tau-0.4355, test_rmse-1.5380, test_pr-0.4584, test_tau-0.3019, lr-8.0000e-05
2024-04-04 21:06:39 - INFO - epoch-9, train_loss-2.3425, train_rmse-1.5305, valid_rmse-1.7091, valid_pr-0.6079, valid_tau-0.3763, test_rmse-1.5171, test_pr-0.4613, test_tau-0.2951, lr-7.8000e-05
2024-04-04 21:08:28 - INFO - epoch-10, train_loss-2.3024, train_rmse-1.5174, valid_rmse-1.6272, valid_pr-0.6732, valid_tau-0.4524, test_rmse-1.5733, test_pr-0.4459, test_tau-0.2873, lr-7.8000e-05
