2024-04-04 17:59:20 - INFO - ================== Training subset ==================
2024-04-04 17:59:35 - INFO - The total number of involved docking poses: 5828
2024-04-04 17:59:35 - INFO - ================== Validation subset ==================
2024-04-04 17:59:36 - INFO - The total number of involved docking poses: 495
2024-04-04 17:59:36 - INFO - ================== Training subset ==================
2024-04-04 17:59:53 - INFO - The total number of involved docking poses: 6999
2024-04-04 17:59:53 - INFO - ================== Training subset ==================
2024-04-04 18:00:09 - INFO - The total number of involved docking poses: 6215
2024-04-04 18:00:09 - INFO - ================== Training subset ==================
2024-04-04 18:00:40 - INFO - The total number of involved docking poses: 12880
2024-04-04 18:00:40 - INFO - ================== Training subset ==================
2024-04-04 18:00:56 - INFO - The total number of involved docking poses: 6990
2024-04-04 18:00:56 - INFO - ================== Test subset ==================
2024-04-04 18:01:11 - INFO - The total number of involved docking poses: 6134
2024-04-04 18:01:11 - INFO - /home1/yueming/Drug_Discovery/Baselines/GIGN-main/GIGN/train_PDBBind.py
2024-04-04 18:01:11 - INFO - Assay type: pKi
2024-04-04 18:01:11 - INFO - fold: 2
2024-04-04 18:01:11 - INFO - train data: 3957
2024-04-04 18:01:11 - INFO - train data subsets: 595, 711, 631, 1310, 710
2024-04-04 18:01:11 - INFO - valid data: 50
2024-04-04 18:01:11 - INFO - test data: 626
2024-04-04 18:01:11 - INFO - batch ligands: 10
2024-04-04 18:01:13 - INFO - train mean: 6.7210
2024-04-04 18:01:13 - INFO - train std: 2.0391
2024-04-04 18:01:13 - INFO - valid_metric: pr
2024-04-04 18:02:21 - INFO - epoch-0, train_loss-3.3949, train_rmse-1.8425, valid_rmse-1.7915, valid_pr-0.6101, valid_tau-0.3960, test_rmse-1.8672, test_pr-0.4349, test_tau-0.3211, lr-8.0000e-05
2024-04-04 18:03:29 - INFO - epoch-1, train_loss-3.0410, train_rmse-1.7439, valid_rmse-1.4540, valid_pr-0.6696, valid_tau-0.4527, test_rmse-1.7586, test_pr-0.5103, test_tau-0.3732, lr-8.0000e-05
2024-04-04 18:04:36 - INFO - epoch-2, train_loss-2.8477, train_rmse-1.6875, valid_rmse-1.2414, valid_pr-0.7808, valid_tau-0.5891, test_rmse-1.6594, test_pr-0.5699, test_tau-0.4152, lr-8.0000e-05
2024-04-04 18:05:46 - INFO - epoch-3, train_loss-2.7400, train_rmse-1.6553, valid_rmse-1.7550, valid_pr-0.6299, valid_tau-0.4636, test_rmse-1.7181, test_pr-0.5625, test_tau-0.4163, lr-8.0000e-05
2024-04-04 18:06:53 - INFO - epoch-4, train_loss-2.6294, train_rmse-1.6215, valid_rmse-1.5766, valid_pr-0.5996, valid_tau-0.4251, test_rmse-1.6981, test_pr-0.5322, test_tau-0.3886, lr-8.0000e-05
2024-04-04 18:08:01 - INFO - epoch-5, train_loss-2.5982, train_rmse-1.6119, valid_rmse-1.6615, valid_pr-0.6554, valid_tau-0.4628, test_rmse-1.6768, test_pr-0.5686, test_tau-0.4091, lr-8.0000e-05
2024-04-04 18:09:17 - INFO - epoch-6, train_loss-2.4698, train_rmse-1.5716, valid_rmse-1.7589, valid_pr-0.5853, valid_tau-0.4446, test_rmse-1.6966, test_pr-0.5582, test_tau-0.3969, lr-8.0000e-05
2024-04-04 18:10:42 - INFO - epoch-7, train_loss-2.4281, train_rmse-1.5582, valid_rmse-1.4293, valid_pr-0.6693, valid_tau-0.4785, test_rmse-1.6322, test_pr-0.5890, test_tau-0.4199, lr-8.0000e-05
2024-04-04 18:11:49 - INFO - epoch-8, train_loss-2.3229, train_rmse-1.5241, valid_rmse-1.3907, valid_pr-0.5880, valid_tau-0.3615, test_rmse-1.6402, test_pr-0.5898, test_tau-0.4314, lr-8.0000e-05
2024-04-04 18:12:56 - INFO - epoch-9, train_loss-2.3692, train_rmse-1.5392, valid_rmse-1.4829, valid_pr-0.7355, valid_tau-0.5210, test_rmse-1.5916, test_pr-0.6210, test_tau-0.4619, lr-7.8000e-05
2024-04-04 18:14:03 - INFO - epoch-10, train_loss-2.3640, train_rmse-1.5375, valid_rmse-1.4079, valid_pr-0.6694, valid_tau-0.4324, test_rmse-1.6026, test_pr-0.5992, test_tau-0.4239, lr-7.8000e-05
2024-04-04 18:15:10 - INFO - epoch-11, train_loss-2.2725, train_rmse-1.5075, valid_rmse-1.4600, valid_pr-0.6990, valid_tau-0.5013, test_rmse-1.6193, test_pr-0.5966, test_tau-0.4358, lr-7.8000e-05
2024-04-04 18:16:16 - INFO - epoch-12, train_loss-2.3155, train_rmse-1.5217, valid_rmse-1.5960, valid_pr-0.6134, valid_tau-0.4344, test_rmse-1.6747, test_pr-0.5560, test_tau-0.4040, lr-7.8000e-05
2024-04-04 18:17:23 - INFO - epoch-13, train_loss-2.2825, train_rmse-1.5108, valid_rmse-1.5352, valid_pr-0.6351, valid_tau-0.4097, test_rmse-1.6198, test_pr-0.6144, test_tau-0.4409, lr-7.8000e-05
2024-04-04 18:18:30 - INFO - epoch-14, train_loss-2.2649, train_rmse-1.5050, valid_rmse-1.3680, valid_pr-0.5995, valid_tau-0.3939, test_rmse-1.6517, test_pr-0.5745, test_tau-0.4242, lr-7.8000e-05
2024-04-04 18:19:36 - INFO - epoch-15, train_loss-2.1682, train_rmse-1.4725, valid_rmse-1.3793, valid_pr-0.6345, valid_tau-0.4405, test_rmse-1.5954, test_pr-0.6055, test_tau-0.4433, lr-7.8000e-05
2024-04-04 18:20:43 - INFO - epoch-16, train_loss-2.1218, train_rmse-1.4566, valid_rmse-1.3389, valid_pr-0.7215, valid_tau-0.4866, test_rmse-1.5920, test_pr-0.6128, test_tau-0.4513, lr-7.8000e-05
2024-04-04 18:21:50 - INFO - epoch-17, train_loss-2.1611, train_rmse-1.4701, valid_rmse-1.4346, valid_pr-0.6657, valid_tau-0.4623, test_rmse-1.6119, test_pr-0.5967, test_tau-0.4297, lr-7.8000e-05
2024-04-04 18:22:57 - INFO - epoch-18, train_loss-2.0799, train_rmse-1.4422, valid_rmse-1.4206, valid_pr-0.6830, valid_tau-0.4567, test_rmse-1.6198, test_pr-0.5897, test_tau-0.4322, lr-7.8000e-05
2024-04-04 18:24:04 - INFO - epoch-19, train_loss-2.0460, train_rmse-1.4304, valid_rmse-1.5820, valid_pr-0.6122, valid_tau-0.4304, test_rmse-1.6187, test_pr-0.6071, test_tau-0.4447, lr-7.6050e-05
2024-04-04 18:25:12 - INFO - epoch-20, train_loss-2.0882, train_rmse-1.4451, valid_rmse-1.4582, valid_pr-0.7048, valid_tau-0.4810, test_rmse-1.6800, test_pr-0.5727, test_tau-0.4088, lr-7.6050e-05
2024-04-04 18:26:20 - INFO - epoch-21, train_loss-1.9871, train_rmse-1.4097, valid_rmse-1.3197, valid_pr-0.7221, valid_tau-0.4932, test_rmse-1.5971, test_pr-0.6035, test_tau-0.4344, lr-7.6050e-05
2024-04-04 18:27:28 - INFO - epoch-22, train_loss-1.9461, train_rmse-1.3950, valid_rmse-1.3824, valid_pr-0.7066, valid_tau-0.4724, test_rmse-1.6149, test_pr-0.6086, test_tau-0.4477, lr-7.6050e-05
